filename,PSNR_Noisy,MSE_Noisy,PSNR_Mean,MSE_Mean,PSNR_Bilateral,MSE_Bilateral,PSNR_PCA,MSE_PCA,PSNR_Spatial,MSE_Spatial,PSNR_BM3D,MSE_BM3D
p12_v7_00021.png,28.44801804793777,92.95624160766602,33.19450217159536,31.16234588623047,33.527102660477745,28.86490249633789,31.383734714128085,47.283203125,32.773405221623285,34.33522033691406,33.46615013420064,29.272872924804688
p17_v5_00008.png,28.365650370492325,94.7360610961914,33.65211889942238,28.045841217041016,34.229968247722,24.55181121826172,31.650503264373825,44.46620178222656,33.11442098995981,31.742290496826172,33.591770624683676,28.438278198242188
